Size of the array, Time taken
95900, 0.024662
96000, 0.024699
96100, 0.026736
96200, 0.02426
96300, 0.024372
96400, 0.02431
96500, 0.024504
96600, 0.024852
96700, 0.025294
96800, 0.025381
96900, 0.025006
97000, 0.024725
97100, 0.024631
97200, 0.024559
97300, 0.024746
97400, 0.024677
97500, 0.025783
97600, 0.025443
97700, 0.025719
97800, 0.025168
97900, 0.024939
98000, 0.024686
98100, 0.024918
98200, 0.024773
98300, 0.025374
98400, 0.025355
98500, 0.026069
98600, 0.025283
98700, 0.025508
98800, 0.02498
98900, 0.025168
99000, 0.024961
99100, 0.026241
99200, 0.025518
99300, 0.02621
99400, 0.025523
99500, 0.025572
99600, 0.025267
99700, 0.025456
99800, 0.025578
99900, 0.025773
